"Sample";"Zone";"Profondeur";"Date";"Longitude";"Latitude";"RHO";"Recouvrement_Rhodolithes_video";"CaCO3";"LOI_550";"Mean";"Median";"Mode";"SD";"Variance";"CV";"Skewness";"Kurtosis";"d10";"d50";"d90";"pc_2";"pc_4";"pc_63";"pc_125";"pc_250";"pc_500";"pc_1000";"pc_2000";"pc_2500";"pc_4000";"min_bathy";"mean_bathy";"max_bathy";"min_ag";"mean_ag";"max_ag";"min_am";"mean_am";"max_am";"min_aq";"mean_aq";"max_aq";"min_co";"mean_co";"max_co";"min_er";"mean_er";"max_er";"min_in";"mean_in";"max_in";"min_mo_ais";"mean_mo_ais";"max_mo_ais";"min_mo_pp";"mean_mo_pp";"max_mo_pp";"min_pe";"mean_pe";"max_pe";"min_po";"mean_po";"max_po";"min_re";"mean_re";"max_re";"min_to";"mean_to";"max_to";"min_tm";"mean_tm";"max_tm";"p_mean_cum";"dist_land";"dist_ports"
"T6S0592";"Ajaccio";34.36;"2022-02-26";8.64068333333333;41.90295;NA;"0";13.5869565217391;1.73343730707996;880.597;816.683;1314.59;576.952;332874;65.5183;1.57106;9.61848;158.239;816.683;1608.13;0.418138;0.298332;3.68585;3.67775;6.44273;12.046;34.7019;37.3036;0.935600000000008;0.267299999999992;-39.67724609375;-34.2491052746773;-29.9065818786621;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00388015743737924;0.0343513861298561;0;0;0;0;0.00260058527783258;0.00486852275207639;0;0;0;1.83890624612104e-05;2.98415763495541e-05;4.40455551142804e-05;0.406402885913849;0.473996507003903;0.533906698226929;0;0;0;0;0;0;0.00704770116135478;0.0071184192202054;0.007198725361377;0.48762551051567;611.133123406265;8633.60414136978
"T6S0593";"Ajaccio";19.53;"2022-02-26";8.63831666666667;41.9041833333333;NA;"0";50;3.97046017817667;333.999;267.129;295.522;277.654;77091.5;83.1301;2.84744;10.9135;108.309;267.129;590.681;0.300812;0.144935;3.268493;9.84026;32.4488;38.3877;12.3453;3.2637;0;0;-22.5334625244141;-19.3377077041134;-17.4656753540039;0;0;0;0;0;0;0;0.0104364379621984;0.0562243647873402;0;0;0;0.125000566244125;0.173656682483852;0.231478691101074;0;0;0;0;0;0;0;6.2753811107541e-05;0.000223124661715701;2.14925712498371e-05;3.41877557730186e-05;4.81430361105595e-05;0.63551789522171;0.686489839106798;0.724086761474609;0;0;0;0;0;0;0.0069042150862515;0.00697621014842298;0.0070406710729003;0.877656111268152;418.62604001068;8801.75349284335
"T6S0594";"Ajaccio";12.03;"2022-02-26";8.63696666666667;41.9059333333333;NA;"0";49.4565217391304;3.28051335777892;202.983;175.97;168.868;107.404;11535.7;52.9129;1.05052;0.816438;94.5864;175.97;366.09;0.517478;0.16586;2.296242;20.53802;50.7056;24.2033;1.5735;0;0;0;-14.7552852630615;-12.2275227478572;-10.3603525161743;0;0;0;0;0;0;0;0.00635295788330647;0.0253121312707663;0;0;0;0.272331118583679;0.337512903412183;0.402067482471466;0;0;0;0;0.000355282953629891;0.00213169772177935;0;0.000141312275081873;0.00321299489587545;3.51389862771612e-05;4.85684663241652e-05;6.42102604615502e-05;0.790819227695465;0.8374351978302;0.878534853458405;0;0;0;0;0;0;0.00620665866881609;0.00651069711893797;0.00676468620076776;1.18835691993966;217.839963540024;8880.78893627045
"T6S0694";"Cargese";68.45;"2022-03-01";8.69765;42.0435166666667;"1";"10-50%";49.8591549295775;6.96690469421541;172.184;137.938;140.125;135.146;18264.5;78.4893;1.21747;1.16826;23.4314;137.938;379.187;2.31196;1.67611;14.33893;25.8878;34.2263;18.0118;3.5471;0;0;0;-139.346649169922;-117.136510787472;-91.702507019043;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00129693548660725;0.00132139294146327;0.00134668103419244;0.00132139294146327;1701.38793551035;7668.43666258392
"T6S0695";"Cargese";75.37;"2022-03-01";8.70971666666667;42.0399666666667;NA;"0";35.2112676056338;36.166943651814;297.686;190.294;390.946;299.682;89809.1;100.67;1.35592;1.35944;15.9274;190.294;739.601;2.39811;1.67015;19.67474;14.3915;18.8904;22.2996;16.3441;4.3314;0;0;-84.3010711669922;-79.7409891764323;-75.5693893432617;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000915954355150461;0.000923319250315187;0.000929551897570491;0.000923319250315187;795.492635935787;8219.51829982628
"T6S0696";"Cargese";61.08;"2022-03-01";8.70648333333333;42.0344;NA;"0";47.6056338028169;5.16973266278454;1344.1;1359.12;1908.93;789.905;623950;58.7681;0.353629;-0.179392;281.924;1359.12;2302.59;0.590577;0.378742;3.550391;1.99283;2.76532;7.32914;17.8432;49.951;9.25149999999999;6.3473;-67.2301483154297;-62.5030683789934;-58.1474151611328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000844748690724373;0.000860625179484487;0.000877133337780833;0.000860625179484487;674.191995685169;8775.02347691737
"T6S0697";"Cargese";41.68;"2022-03-01";8.71215;42.0498666666667;NA;"0";53.5211267605634;3.94749859842364;528.008;458.844;517.186;361.024;130338;68.3747;1.23307;1.64091;145.311;458.844;1027.3;0.440788;0.228496;2.752986;4.43807;14.81966;32.7186;33.8773;10.7241;0;0;-182.586898803711;-166.459174633026;-151.205856323242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000903222826309502;0.000907476659068057;0.000909626134671271;0.000907476659068057;854.295307291165;7200.97982509755
"T6S0698";"Cargese";17.02;"2022-03-01";8.71508333333333;42.0322;NA;"0";10.9859154929577;2.15016213519576;262.547;245.124;245.228;131.062;17177.3;49.9195;0.632087;0.379596;107.495;245.124;444.769;0.352618;0.130431;4.383901;7.75175;39.0921;42.4529;5.83629999999999;0;0;0;-23.3479137420654;-18.1900510447366;-15.2916097640991;0;0.0441852564803295;0.0617474839091301;0;0;0;0;0;0;0;0.0119796516073327;0.0339913256466389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000437422888353467;0.000527574035767165;0.000629899557679892;0.0566924821234293;165.744823111621;9163.31142108858
"T6S0699";"Cargese";16.31;"2022-03-01";8.71628333333333;42.0322666666667;NA;"0";14.0845070422535;3.10907070971116;254.542;228.525;223.389;135.648;18400.3;53.2909;0.815099;0.555536;104.477;228.525;448.375;0.391778;0.157201;4.186431;9.19219;42.9019;36.9758;6.1947;0;0;0;-18.1936626434326;-14.610713149562;-6.99177837371826;0.0453395806252956;0.0690333504229784;0.124448947608471;0;0;0;0;0;0;0.00182879518251866;0.0466587850785193;0.120045848190784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000309950584778562;0.000407168069311107;0.000521429756190628;0.116099303570809;120.868707992416;9180.86157321037
"T6S0735";"Muru";44.38;"2022-03-03";8.71203333333333;41.8079166666667;NA;"0";52.9014844804319;5.68155744215188;301.152;277.954;295.53;148.042;21916.6;49.1587;0.62738;0.271476;135.723;277.954;507.521;0.708392;0.209907;2.365181;5.02988;32.78634;48.1734;10.7269;0;0;0;-46.1201133728027;-40.3041501726423;-32.9348983764648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.22546366078313e-05;4.58406802257135e-05;6.32250521448441e-05;0;0;0;0;0;0;0;0;0;0.00804302282631397;0.00823973910883069;0.00845400802791119;0.0082855797890564;515.356345514198;12508.509123186
"T6S0736";"Muru";54.05;"2022-03-03";8.70966666666667;41.8091333333333;NA;"0";49.6626180836707;5.21894307984981;437.663;345.38;324.414;329.704;108705;75.3329;1.9979;4.41825;161.397;345.38;827.41;0.401078;0.170446;1.619696;3.02208;24.1242;43.5233;19.4442;7.69499999999999;0;0;-53.0485610961914;-49.3007095090805;-45.7391014099121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000108760614239145;0.000137512906076154;0.000165595163707621;0;0;0;0;0;0;0;0;0;0.008887629956007;0.0091143311932683;0.00931738130748272;0.00925184409934445;730.523045426721;12417.8257212545
"T6S0737";"Muru";64.18;"2022-03-03";8.70765;41.8094833333333;"1";"<10%";59.1160220994475;5.03924522318246;462.988;328.582;223.406;379.835;144274;82.0399;1.41767;1.40236;130.489;328.582;1079.79;0.550541;0.250944;1.928635;6.19137;28.32721;31.1323;19.5001;12.1189;0;0;-67.1417770385742;-62.5663583817021;-57.9690246582031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000204481766559184;0.000236075924961672;0.000271188706392422;0;0;0;0;0;0;0;0;0;0.00961085595190525;0.00978094941625992;0.00997535884380341;0.0100170253412216;837.749559287255;12418.0022161901
"T6S0738";"Muru";75.43;"2022-03-03";8.7058;41.8100666666667;"1";"<10%";62.9834254143646;5.48033752030888;678.438;598.02;1090.81;483.673;233940;71.2922;0.554569;-0.683626;123.633;598.02;1391.54;0.560441;0.335897;2.582872;6.73569;15.7923;17.4881;29.6735;26.8312;0;0;-81.6856155395508;-76.2660491466522;-71.0262603759766;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000306767673464492;0.000333121986061867;0.000360519479727373;0;0;0;0;0;0;0;0;0;0.0101395910605788;0.0102618442781802;0.0103951850906014;0.010594966264242;976.533450732212;12391.9683268959
"T6S0776";"Propriano";72.67;"2022-03-04";8.81818333333333;41.7045;NA;"0";5.80912863070539;13.106488129028;64.3626;47.8272;87.8959;60.7587;3691.62;94.4007;1.45981;2.31501;4.66151;47.8272;145.424;4.84382;3.99849;51.36009;25.2402;12.7694;1.788;0;0;0;0;-99.8381729125977;-89.3714410189925;-79.796630859375;0;0.024965767588081;0.105645306408405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0050582024268806;0.00523617407628174;0.00546941207721829;0.0302019416643628;816.28186861163;1956.91117606473
"T6S0777";"Propriano";36.5;"2022-03-04";8.82145;41.7065833333333;NA;"0";2.76625172890733;2.4989929912189;309.853;200.322;140.125;296.526;87927.5;95.6989;1.73957;2.54319;67.7154;200.322;750.067;0.600275;0.389315;7.91007;19.92134;29.8909;23.7227;11.6844;5.881;0;0;-49.0759201049805;-35.3066891352336;-23.2532501220703;0.322847872972488;0.478892796462582;0.64120626449585;0;0;0;0;0;0;0;0.0712300280950243;0.197452023625374;0;0.00427445931540382;0.0594508349895477;0;0;0;0;0.00293247071245024;0.00909065920859575;0;0.00250907251310925;0.0111116068437696;0;0;0;0;0;0;0;0;0;0.229683831334114;0.396408196899199;0.551665604114532;0.00368944206275046;0.00396543144879322;0.00422625197097659;0.960212455446561;474.904481990529;2210.32379701697
"T6S0778";"Propriano";8.73;"2022-03-04";8.82261666666667;41.7081333333333;NA;"0";1.93637621023513;1.32860792878926;299.9;269.225;324.396;171.985;29578.8;57.3473;0.666334;-0.18371;105.977;269.225;550.824;0.409223;0.181528;2.675419;11.69953;30.9052;39.5845;14.5446;0;0;0;-11.0378427505493;-8.46126140866961;-6.2475004196167;0.792850017547607;0.835919908682505;0.881852507591248;0.0850443914532661;0.104862965395053;0.119316853582859;0;0;0;0.328208327293396;0.369403047362963;0.411834120750427;0.248765751719475;0.349415457745393;0.46566641330719;0;0;0;0;0.000635383448873957;0.00603751791641116;0;2.37999619760861e-05;0.000713998859282583;0;0;0;0;0;0;0.128723591566086;0.211736353735129;0.30730402469635;0.717834651470184;0.777479374408722;0.838955998420715;0.00263294042088091;0.00310668939879785;0.00351686147041619;2.65258298013941;278.315849165057;2310.78206959974
"T6S0779";"Propriano";2.79;"2022-03-04";8.823;41.7099666666667;NA;"0";3.04287690179806;0.972805287205175;274.338;257.149;269.205;133.651;17862.6;48.7177;0.502769;-0.131016;116.827;257.149;465.204;0.373189;0.152114;2.689297;8.5105;36.0858;45.4955;6.6936;0;0;0;-2.88675832748413;-1.36365579813719;-0.284928202629089;0.933851003646851;0.969401224454244;0.999206185340881;0.151899352669716;0.162809475759665;0.168498903512955;0;0;0;0.41354513168335;0.438951147596041;0.459879606962204;0.40523898601532;0.485856458544731;0.503356575965881;0;0;0;0;0;0;0;0.000130899793778857;0.000981748453341424;0;0;0;0;0;0;0.412181049585342;0.52988409002622;0.677044272422791;0.922825455665588;0.971726880470912;0.998988032341003;0.00156684825196862;0.00215777224317814;0.00268323323689401;3.56091794888877;101.658506462396;2362.69679954012
"T6S0832";"Conca";1.98;"2022-03-05";8.85065;41.5426666666667;NA;"0";49.8607242339833;4.63619123665037;296.952;260.813;324.414;192.403;37018.9;64.7926;1.86992;6.23441;104.963;260.813;519.374;0.420982;0.160454;3.854634;9.66773;33.2806;41.1416;9.94240000000001;1.5316;0;0;-1.44385957717896;-0.604061694109234;-0.034259770065546;0.975399553775787;0.98865657660269;0.998849868774414;0.897844254970551;0.952701076384514;1;0;0;0;0;0.455939108505845;0.486813932657242;0;0;0;0;3.16955206911981e-05;0.00093601067783311;0;0;0;0;0;0;7.30712779173359e-09;2.66386385593742e-08;8.13265970123211e-08;0.2279372215271;0.244669497974457;0.251735657453537;0.106648780405521;0.141715631369622;0.174284785985947;0.391255378723145;0.427527538230342;0.457831293344498;4.44685696265879e-07;1.61822225761861e-06;4.93745028506964e-06;3.21124276944906;49.664977296385;76.5147919887805
"T6S0833";"Conca";3.65;"2022-03-05";8.85371666666667;41.53485;NA;"0";26.4623955431755;2.26198143290244;504.207;460.847;471.125;256.63;65859.1;50.8978;2.22963;8.15407;279.291;460.847;749.249;0.192616;0.046987;1.008657;1.23516;4.63091;51.93087;36.8763;4.07850000000001;0;0;-4.35164499282837;-2.85077929496765;-2.26451730728149;0.689466774463654;0.704688610633214;0.719795227050781;0.312617123126984;0.336751686533292;0.3614501953125;0;0;0;0.605379700660706;0.630469437440236;0.650206327438354;0;0;0;0;0;0;0;9.53533609087268e-05;0.00286060082726181;0;2.23124632611871e-05;0.000669373897835612;1.5701881750374e-07;5.28049705887194e-07;1.21515756745794e-06;0.13336980342865;0.177499115467072;0.229270592331886;0;0;0;0.582927107810974;0.633684517939885;0.681973278522491;1.08222611743258e-05;3.63658839887648e-05;8.36763792904094e-05;2.48324792777156;112.412460834729;839.714999682041
"T6S0865";"Figari";45.05;"2022-03-06";9.0857;41.4288166666667;NA;"0";51.1954992967651;4.20102536875113;323.316;187.843;153.832;334.237;111714;103.378;2.08059;4.30327;81.1257;187.843;793.668;0.526222;0.240186;5.085332;20.95396;35.6555;18.3926;12.784;6.3622;0;0;-46.6971702575684;-45.7920747121175;-45.0608520507812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00592671753838658;0.00600039511919022;0.00607746699824929;0.00600039511919022;1128.64409556802;5378.8561591551
"T6S0866";"Figari";35.38;"2022-03-06";9.09096666666667;41.4327;"1";"<10%";28.4106891701828;2.55063387039747;557.972;425.053;390.924;421.465;177633;75.5352;1.03059;0.336725;135.885;425.053;1202.27;0.342706;0.16681;2.283614;5.68451;19.73516;28.4851;26.4943;16.8078;0;0;-36.1853446960449;-35.4971949713571;-34.7365264892578;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00813827477395535;0.0322842761563758;0.0536757260560989;0.00463166087865829;0.00478809581448634;0.00494950963184237;0.0370723719708622;991.360601331906;5082.96843426296
"T6S0867";"Figari";24.48;"2022-03-06";9.08875;41.4391;NA;"0";13.2208157524613;3.80546103973048;647.361;555.466;567.782;397.968;158378;61.4754;0.986717;0.589183;220.435;555.466;1247.3;0.223965;0.093355;1.62324;2.33392;8.03852;30.5459;39.2926;17.8485;0;0;-25.7562561035156;-24.0727214813232;-22.1229629516602;0;0.00493909278156934;0.0203432366251945;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.237464338541031;0.272294263821095;0.305678635835648;0.00382357835769653;0.00395310007297667;0.00408679386600852;0.281186456675641;531.715003748297;4348.64727814932
"T6S0868";"Figari";3.13;"2022-03-06";9.09466666666667;41.4490833333333;NA;"0";29.535864978903;2.73389224757004;216.039;146.032;140.125;255.489;65274.5;118.26;4.22104;20.0442;81.1249;146.032;388.154;0.543934;0.117115;4.289501;31.24825;45.0817;13.2322;2.3867;3.1006;0;0;-3.90667772293091;-1.96019702839355;-0.0599149726331234;0.14737194776535;0.164599553743998;0.180239662528038;0;0;0;0;0;0;0.0218132548034191;0.0401645238614745;0.0577683374285698;0.304273694753647;0.437747144493563;0.500998854637146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.910997927188873;0.96846600373586;1;3.62285254595918e-06;4.1382409108337e-06;4.66357960249297e-06;1.61098136407581;37.5905456428555;3566.68284221114
"T6S0869";"Figari";3;"2022-03-06";9.10671666666667;41.44415;NA;"0";46.6947960618847;3.11660486196951;303.446;232.138;223.406;266.473;71007.7;87.8155;3.06401;11.5709;108.814;232.138;530.888;0.319414;0.097445;2.884081;11.13396;40.4215;33.6327;8.0373;3.4736;0;0;-4;-3.0484473879995;-0.0999777615070343;0.0960419476032257;0.102262947941199;0.118950843811035;0;0;0;0;0;0;0.00450750533491373;0.0113136503350688;0.0351151265203953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.831681847572327;0.875725641846657;0.914082884788513;4.4034171878593e-05;0.000102946282254379;0.000181791081558913;0.989405186405179;79.0634442178659;4611.16886091721
"T6S0870";"Figari";3.28;"2022-03-06";9.11728333333333;41.441;NA;"0";18.0028129395218;2.65585268161347;408.144;322.725;390.946;332.154;110326;81.3815;1.92677;4.52394;106.702;322.725;805.268;0.353585;0.132394;3.609851;9.17867;24.0019;36.1533;20.3217;6.2486;0;0;-3.81281590461731;-1.8720331788063;-0.560700416564941;0.0673450082540512;0.0851711603502432;0.0979703515768051;0;0;0;0;0;0;0;0.0148837715387344;0.0272685866802931;0.227194428443909;0.304231103261312;0.373450398445129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.732418835163116;0.779533543189367;0.813239693641663;1.91504582858215e-07;9.04470746831976e-07;2.50573975790758e-06;1.1838204828104;111.239629906555;5467.43124445563
"T6S0871";"Figari";17.55;"2022-03-06";9.10276666666667;41.4336666666667;"1";"50-90%";55.9774964838256;11.2984963030655;1016.56;1133.67;1314.59;511.535;261668;50.3204;-0.590592;-0.683989;133.268;1133.67;1600.37;0.861072;0.521158;4.84295;3.34582;4.8518;5.9705;18.4061;61.2006;0;0;-19.3663711547852;-17.3331201553345;-15.6630821228027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.375386923551559;0.420623689889908;0.460847347974777;0.00322933658026159;0.00328363936860114;0.00333910621702671;0.423907329258509;538.001468684798;5388.34186235526
"T7R025";"Rho";42.58;"2022-01-31";9.50046666666667;42.906;"1";"<10%";50.6775067750678;5.69620253164558;1059.5;980.966;1908.93;731.777;535497;69.068;0.730917;0.381918;154.216;980.966;1932.22;0.534977;0.388266;3.677287;3.64743;6.37644;11.9306;24.3413;41.8745;3.7273;3.50190000000001;-43.736083984375;-42.6043969392776;-41.3571510314941;Inf;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.60403906193096e-05;2.58730954859251e-05;3.789025140577e-05;0;0;0;0;0;0;0;0;0;0.00413811672478914;0.00420992335615059;0.00427240505814552;0.00423579645163651;2212.33110569977;2911.74866100614
"T7R026";"Rho";50.45;"2022-01-31";9.50628333333333;42.9074666666667;"1";"10-50%";41.4634146341463;6.42617394988107;1103.2;970.935;1908.93;774.279;599509;70.1849;0.859097;0.387695;219.631;970.935;2044.59;0.51029;0.359843;2.978437;2.17642;5.17901;14.1472;25.9942;38.18;5.32209999999999;5.1525;-51.7582321166992;-51.0687049127394;-50.1937026977539;Inf;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000174958622665145;0.000180027299305244;0.000183278316399083;0;0;0;0;0;0;0;0;0;0.00381864281371236;0.00384359977268163;0.00388105236925185;0.00402362707198688;2714.66942589948;3369.69480071624
"T7R027";"Rho";74.3;"2022-01-31";9.22316666666667;42.9079833333333;NA;"0";46.0704607046071;5.00996806976024;525.415;408.094;567.782;426.269;181705;81.1299;1.09497;0.612676;101.693;408.094;1160.61;0.460518;0.31734;3.537532;10.40311;19.6959;23.6083;27.2396;14.7377;0;0;-958.588073730469;-948.580731791835;-938.324279785156;Inf;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00157730875071138;0.00161329265392851;0.00165169115643948;0.00161329265392851;8094.32779923645;12181.25551564
"T7R028";"Rho";62.6;"2022-01-31";9.51735;42.9078;NA;"0";40.9214092140921;4.81286092296423;467.117;336.149;471.139;402.646;162124;86.1982;1.29227;1.1466;95.6549;336.149;1077.19;0.479401;0.330496;3.877673;12.40503;23.4665;24.1545;23.272;12.0144;0;0;-65.7882537841797;-64.6589292287827;-63.6513862609863;Inf;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.5328478626725e-08;2.21938434445216e-07;5.1963394298582e-07;0;0;0;0;0;0;0;0;0;0.00413539074361324;0.00419271282541255;0.00426002265885472;0.004192934763847;3597.83504909975;4112.09925308102
"T7S0038";"Nonza";78.86;"2022-01-28";9.3195;42.8029833333333;NA;"0";10;13.0948169858676;47.0739;32.0851;60.5245;46.1613;2130.86;98.0612;1.13475;0.592;2.39531;32.0851;118.456;8.79258;5.82242;55.8398;21.065;8.4764;0.00379999999999825;0;0;0;0;-81.1166610717773;-74.2241409301758;-68.6291885375977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00154494098387659;0.00158638924282665;0.00161966541782022;0.00158638924282665;1158.98246233181;13771.765604464
"T7S0039";"Nonza";47.75;"2022-01-28";9.32305;42.80515;NA;"0";7.97297297297297;11.6232736345788;138.518;82.1614;127.646;157.245;24726;113.519;1.57305;1.57564;6.37569;82.1614;418.881;4.39411;2.86391;34.81908;22.5175;17.8266;11.8633;5.71550000000001;0;0;0;-49.9737510681152;-47.3522507985433;-44.1401672363281;0.206394523382187;0.256923626859983;0.307510137557983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0016755290562287;0.00168832959607244;0.00169746158644557;0.258611956456055;812.108271205162;14049.1310295944
"T7S0040";"Nonza";32.06;"2022-01-28";9.32575;42.8049666666667;NA;"0";9.18918918918919;12.603348491112;88.5562;62.0776;127.646;86.5236;7486.34;97.7048;1.36216;1.37164;5.36289;62.0776;221.449;5.4;2.9195;42.1699;24.0963;17.5506;7.86369999999999;0;0;0;0;-42.3055191040039;-38.9506410168063;-35.0040054321289;0.340646982192993;0.402243223882491;0.465747475624084;0;0;0;0;0;0;0;0;0;0;0.00192197246266709;0.0229078680276871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00167480460368097;0.00168885043146269;0.00170127453748137;0.40585404677662;692.988357770373;14062.0189530777
"T7S0041";"Nonza";17.13;"2022-01-28";9.32926666666667;42.80795;NA;"0";4.32432432432432;1.51626110981654;11607.8;3809.52;39686.3;14724.5;2.17e+08;126.85;1.23839;-0.241055;1171.11;3809.52;40740;0.0352797;0.0182274;0.1561079;0.082291;0.047467;0.355632;5.701625;27.07437;6.10590000000001;11.9392;-18.5475311279297;-17.183180719614;-15.386622428894;0.714323222637177;0.744028981775045;0.780320346355438;0;0;0;0;0;0;0;0;0;0.427226483821869;0.494493653997779;0.574031174182892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0151081731219165;0.06088050827384;0;0;0;0.00127943966072053;0.0014331665042846;0.00155914819333702;1.25506397539903;332.818910660667;14436.8328181287
"T7S0042";"Nonza";9.78;"2022-01-28";9.33198333333333;42.8094166666667;NA;"0";4.05405405405405;1.67635867614334;11281.5;10410.7;11313.7;7223.61;52200000;64.0307;0.476828;-1.0635;2638.37;10410.7;25282.5;0;0;0;0.00508609;0.06171981;0.1525851;0.905539;4.97607;3.0505;9.1984;-8.8565034866333;-6.41317588488261;-3.75190305709839;0.870873391628265;0.913649905472994;0.955843508243561;0;0;0;0;0;0;0;0;0;0.809959411621094;0.899879943579435;0.955843508243561;0;0;0;0;0;0;0;0.000721668825462984;0.0072292392142117;0;0;0;0;0;0;0.27100396156311;0.378373658284545;0.500905632972717;0.0756215453147888;0.140391614986584;0.216109946370125;0.000321156956488267;0.000503688523167511;0.000711079337634146;2.33352047967219;141.752522966508;14592.0517767258
"T7S0093";"Macinaggio";6.37;"2022-01-31";9.47683333333333;42.8759;NA;"0";1.1142061281337;1.3626468584343;139.896;136.045;140.125;53.9716;2912.93;38.5798;1.80767;9.63423;86.3632;136.045;193.841;0.53135;0.174076;3.282024;35.24895;59.0181;1.6782;0.067300000000003;0;0;0;-7.93437099456787;-6.57659329473972;-5.39573097229004;0.823299169540405;0.854806542396545;0.88689512014389;0.584260940551758;0.645027192433675;0.703542351722717;0;0;0;0.162543341517448;0.177165695031484;0.190127059817314;0.0504461564123631;0.125671599681179;0.23271070420742;0;0;0;0;0.00037224484840408;0.00299812969751656;0;0.00147485392323385;0.00513186678290367;0;0;0;0;0;0;0;0;0;0;0.0230792994300524;0.0549004413187504;0.000642013619653881;0.00101947378910457;0.00141882931347936;1.82861690153368;211.454491600499;1284.20171755512
"T7S0094";"Macinaggio";38.75;"2022-01-31";9.49635;42.8740833333333;NA;"0";57.3816155988858;5.43977102626948;796.502;740.276;905.117;411.039;168953;51.6055;0.481557;-0.343463;309.161;740.276;1392.59;0.211076;0.152275;1.031279;1.08694;4.22787;19.65236;44.2897;29.3485;0;0;-40.9064064025879;-38.9020236730576;-37.5980377197266;0.191092476248741;0.212977208197117;0.235751703381538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00447118375450373;0.00455359793268144;0.00464457925409079;0.217530806129798;1404.97974441785;2264.60682213012
"T7S0095";"Macinaggio";53.32;"2022-01-31";9.50223333333333;42.8727166666667;"1";"10-50%";47.3537604456824;6.46925813852957;594.9;489.496;905.117;481.627;231964;80.9593;0.881961;0.221377;66.7439;489.496;1293.2;1.20688;0.92243;7.44844;8.03115;13.2276;19.9534;28.9137;19.6821;0.6143;0;-53.9668235778809;-51.9075884665212;-49.9148597717285;0;0.00029242637877663;0.00343306828290224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.3219931815911e-06;2.62570258655614e-06;4.40897792941541e-06;0;0;0;0;0;0;0;0;0;0.00369795132428408;0.00378132287102441;0.0038687635678798;0.0040763749523876;1790.51454651407;2735.32697686392
